"353","Saxarna I Karlstad",,,"054-832988",,"Signalhornsgatan 22",NULL,"Karlstad",,"65634","SE","59.4027027","13.5723157",,,"1427124829","1427124829","3",NULL,,,,,,,
"354","Saxoteket",,,,,"Stockholmsvägen 7",NULL,"Bålsta",,"74633","SE","59.5770482","17.5133681",,,"1427124899","1427124899","3",NULL,,,,,,,
"355","Sc Frizzotek",,,,,"Frejavägen 24",NULL,"Upplands Väsby",,"19463","SE","59.5096673","17.9297955",,,"1427125300","1427125300","3",NULL,,,,,,,
"356","Scalp Studio",,,"040-6111149",,"Stora Nygatan 27",NULL,"Malmö",,"21137","SE","55.6039444","13.0055179",,,"1427125368","1427125368","3",NULL,,,,,,,
"357","Scissorhands",,,,,"Norra Agnegatan 41",NULL,"Stockholm",,"11229","SE","59.3322394","18.0427864",,,"1427125447","1427125447","3",NULL,,,,,,,
"358","SH Hair/Solidhair",,,,,"Kullagatan 51 B",NULL,"Helsingborg",,"25220","SE","56.0495926","12.6911651",,,"1427125521","1427125521","3",NULL,,,,,,,
"359","Shaping Shades Hair & Nails",,,,,"Affärsgatan 18",NULL,"Kvissleby",,"86231","SE","62.3009012","17.3778509",,,"1427125602","1427125602","3",NULL,,,,,,,
"360","Självfallet I Katrineholm",,,"0150-52626",,"Djulögatan 33",NULL,"Katrineholm",,"64137","SE","58.9935213","16.204546",,,"1427125691","1427125691","3",NULL,,,,,,,
"361","Självfallet",,,,,"Storgatan 50",NULL,"Herrljunga",,"52432","SE","58.0779459","13.0272003",,,"1427125768","1427125768","3",NULL,,,,,,,
"362","Skult Sweden ",,,,,"Stallgatan 3",NULL,"Lomma",,"23435","SE","55.6907682","13.0917623",,,"1427125841","1427125841","3",NULL,,,,,,,
"363","Skärholmens Herrfrisering",,,"08-7101900",,"Storholmsgatan 3",NULL,"Skärholmen",,"12748","SE","59.2760104","17.9078953",,,"1427125924","1427125924","3",NULL,,,,,,,
"364","*Solo Hairdressing<br><img src=\"http://olaplex.se/salonger/goldmembersign.gif\">",,,"042-242470",,"Pilshultsvägen 19",NULL,"Helsingborg",,"25450","SE","56.0911257","12.6970864",,,"1427130330","1489505153","3",NULL,,,,,,,
"365","Spazzola",,,"040-977772",,"Grynbodgatan 7",NULL,"Malmö",,"21133","SE","55.6036314","12.9967121",,,"1427130411","1427130411","3",NULL,,,,,,,
"366","Stil & Form",,,,,"Rådstugan 15 A",NULL,"Luleå",,"97238","SE","65.5840842","22.1437274",,,"1427130544","1427130544","3",NULL,,,,,,,
"367","*Stinas Hårcenter/Bäck, Sofia Caroline<br><img src=\"http://olaplex.se/salonger/goldmembersign.gif\">",,,"070 - 553 88 00",,"Centralplan 1",NULL,"Gällivare",,"98236","SE","67.1349694","20.6518094",,,"1427130620","1489505145","3",NULL,,,,,,,
"368","Stinas Salong",,,,,"Meschplan 1",NULL,"Kiruna",,"98131","SE","67.8534625","20.2274412",,,"1427130747","1427130747","3",NULL,,,,,,,
"369","Strand Salongen",,,"08-7166069",,"Sickla Strand 66",NULL,"Nacka",,"13134","SE","59.3025245","18.1248919",,,"1427136298","1427136298","3",NULL,,,,,,,
"370","Studio 2",,,"019-104088",,"Järntorgsgatan 2",NULL,"Örebro",,"70361","SE","59.2750442","15.2118931",,,"1427136388","1427136388","3",NULL,,,,,,,
"371","Studio 7",,,,,"Storgatan 7",NULL,"Gällivare",,"98231","SE","67.1351488","20.6580347",,,"1427136452","1427136452","3",NULL,,,,,,,
"372","Studio 8",,,,,"Storgatan 27",NULL,"Malå",,"93070","SE","65.1827737","18.7416404",,,"1427136530","1427136530","3",NULL,,,,,,,
"373","Studio 88",,,"090-141750",,"Rådhusesplanaden 12",NULL,"Umeå",,"90328","SE","63.8277884","20.2655577",,,"1427136628","1427136628","3",NULL,,,,,,,
"374","Studio BonBon",,,"031-123132",,"Tredje Långgatan 6",NULL,"Göteborg",,"41303","SE","57.698516","11.9514338",,,"1427136736","1441194750","3",NULL,,,,,,,
"375","Studio Exomei",,,,,"Bangårdsvägen 27",NULL,"Kållered",,"42836","SE","57.6087206","12.0487462",,,"1427136807","1427136807","3",NULL,,,,,,,
"376","Studio Fem",,,,,"Kungsgatan 5",NULL,"Trollhättan",,"46131","SE","58.2879026","12.2945685",,,"1427136873","1427136873","3",NULL,,,,,,,
"377","Studio Golden Bangs",,,"031-135297",,"Ekelundsgatan 9",NULL,"Göteborg",,"41118","SE","57.7041022","11.9610315",,,"1427136950","1451467890","3",NULL,,,,,,,
"378","Studio Hairmood/Moods For You",,,"033-108685",,"Fabriksgatan 8",NULL,"Borås",,"50338","SE","57.7169843","12.9413433",,,"1427137031","1427137031","3",NULL,,,,,,,
"379","Studio Inside",,,"08-3332100",,"Norrtullsgatan 27 B",NULL,"Stockholm",,"11327","SE","59.3482242","18.04574",,,"1427137104","1427137104","3",NULL,,,,,,,
"380","Studio Kalufs",,,"0303-81106",,"Strandvägen 37",NULL,"Stenungsund",,"44431","SE","58.0736355","11.8222024",,,"1427137192","1427137192","3",NULL,,,,,,,
"381","Studio LiLo",,,"0454-14417",,"Drottninggatan 46",NULL,"Karlshamn",,"37435","SE","56.1686274","14.8635581",,,"1427137292","1427137292","3",NULL,,,,,,,
"382","Studio M",,,,,"Engelbrektsgatan 1",NULL,"Säter",,"78330","SE","60.3451115","15.7562051",,,"1427219368","1427219368","3",NULL,,,,,,,
"383","Studio Mli/ Mäster Olof",,,,,"Terassgatan 1",NULL,"Göteborg",,"41133","SE","57.6942055","11.9768142",,,"1427219436","1427219436","3",NULL,,,,,,,
"384","Studio Noi/Hair By CLE",,,,,"Järnvägsgatan 7",NULL,"Skurup",,"27436","SE","55.4795219","13.5014531",,,"1427219523","1427219523","3",NULL,,,,,,,
"385","Studio S",,,,,"Dunderbostigen 6",NULL,"Norberg",,"73832","SE","60.058173","15.919753",,,"1427219588","1427219588","3",NULL,,,,,,,
"386","Studio Tess & Company",,,,,"CW Borgsväg 4",NULL,"Stenungsund",,"44431","SE","58.0706474","11.8209947",,,"1427219668","1427219668","3",NULL,,,,,,,
"388","Style By Charbel",,,"08-7171817",,"Gamla Skolvägen 36",NULL,"Saltsjöbaden",,"13335","SE","59.2784298","18.3104565",,,"1427219848","1427219848","3",NULL,,,,,,,
"389","Style By Stephy",,,,,"Drottninggatan 52",NULL,"Karlshamn",,"37435","SE","56.1694428","14.8633127",,,"1427219923","1427219923","3",NULL,,,,,,,
"390","Style It",,,,,"Storgatan 39",NULL,"Sollefteå",,"88130","SE","63.1690736","17.2646288",,,"1427219992","1427219992","3",NULL,,,,,,,
"391","Style Lab",,,"018-102101",,"Dragarbrunnsgatan 32",NULL,"Uppsala",,"75320","SE","59.8603386","17.6387337",,,"1427220068","1427220068","3",NULL,,,,,,,
"392","Susannas Hårservice",,,"08-868604",,"Olshammarsgatan 87",NULL,"Bandhagen",,"12476","SE","59.2591564","18.0085348",,,"1427220147","1427220147","3",NULL,,,,,,,
"393","Susanna Wikstrand Hår & Modekonsult/Souq",,,,,"Sveagatan 16",NULL,"Lidköping",,"53131","SE","58.5035418","13.1538149",,,"1427220247","1427220247","3",NULL,,,,,,,
"394","Sweet November",,,,,"Västra Hamngatan 23",NULL,"Göteborg",,"41117","SE","57.7028844","11.9641379",,,"1427220316","1427220316","3",NULL,,,,,,,
"395","Systrarna Sax",,,"040-182870",,"Kronetorpsgatan 64",NULL,"Malmö",,"21226","SE","55.6152582","13.0536964",,,"1427220390","1427220390","3",NULL,,,,,,,
"396","The Grey",,,,,"Linnégatan 29",NULL,"Stockholm",,"11147","SE","59.3371142","18.0811492",,,"1427220448","1427220448","3",NULL,,,,,,,
"397","The Originals",,,,,"Nygatan 19",NULL,"Örnsköldsvik",,"89133","SE","63.2909245","18.7172814",,,"1427220521","1427220521","3",NULL,,,,,,,
"398","TID",,,,,"Linnégatan 61 B",NULL,"Stockholm",,"11456","SE","59.336146","18.0860542",,,"1427220588","1427220588","3",NULL,,,,,,,
"399","Tinas Salonger",,,"044-101250",,"Västra Storgatan 64 B",NULL,"Kristianstad",,"29153","SE","56.0255759","14.1593857",,,"1427220676","1427220676","3",NULL,,,,,,,
"400","Tip To Toes",,,,,"Stora Gatan 40 B",NULL,"Västerås",,"72212","SE","59.6093936","16.5440083",,,"1427220763","1427220763","3",NULL,,,,,,,
"401","Tommys Herrfrisering",,,"0970-10066",,"Storgatan 15",NULL,"Gällivare",,"98228","SE","67.1345915","20.6615751",,,"1427220841","1427220841","3",NULL,,,,,,,
"402","Toppklipp",,,,,"Oppegårdsstråket 5 C",NULL,"Sollentuna",,"19160","SE","59.4285563","17.9460002",,,"1427220923","1427220923","3",NULL,,,,,,,
"403","Tre Klippare",,,"08-6505468",,"Scheelegatan 11",NULL,"Stockholm",,"11228","SE","59.3320203","18.0446828",,,"1427220996","1427220996","3",NULL,,,,,,,
"404","Trend Frisörer",,,,,"Stationsgatan 17 D",NULL,"Kramfors",,"87230","SE","62.9301","17.777327",,,"1427221083","1427221083","3",NULL,,,,,,,
"405","Trend Hårstudio",,,,,"Kungsgatan 15",NULL,"Borås",,"50333","SE","57.7247103","12.9423622",,,"1427221166","1427221166","3",NULL,,,,,,,
"406","Trend I Västervik",,,,,"Tjädervägen 4",NULL,"Ankarsrum",,"59090","SE","57.7048117","16.3386692",,,"1427221251","1427221251","3",NULL,,,,,,,
"407","Trudes Frisörer - Boden",,,,,"Färgaregatan 12",NULL,"Boden",,"96135","SE","65.8246166","21.6855498",,,"1427221320","1427221320","3",NULL,,,,,,,
"408","Trudes Frisörer",,,,,"Storgatan 33",NULL,"Luleå",,"97232","SE","65.5842023","22.1509512",,,"1427221388","1427221388","3",NULL,,,,,,,
"409","Trudes Frisörer",,,,,"Marknadsvägen 7",NULL,"Löddeköpinge",,"24641","SE","55.7695519","12.9905188",,,"1427221449","1427221449","3",NULL,,,,,,,
"410","Trudes Frisörer",,,,,"Hansacompagniet Studentgatan 1",NULL,"Malmö",,"21138","SE","55.6034834","13.0045236",,,"1427221505","1427221505","3",NULL,,,,,,,
"411","Trudes Frisörer",,,,,"Storgatan 54",NULL,"Sollefteå",,"88130","SE","63.1675073","17.2686892",,,"1427221568","1427221568","3",NULL,,,,,,,
"412","Trides Frisörer",,,,,"Torggatan 14",NULL,"Sundsvall",,"85231","SE","62.3899299","17.3052872",,,"1427221622","1427221622","3",NULL,,,,,,,
"413","Trudes Frisörer",,,,,"Lasarettsgatan 20",NULL,"Örnsköldsvik",,"89133","SE","63.2908143","18.7126325",,,"1427221697","1427221697","3",NULL,,,,,,,
"414","Trudes Frisörer",,,,,"Kyrkgatan 16",NULL,"Östersund",,"83130","SE","63.1827614","14.6372594",,,"1427221774","1427221774","3",NULL,,,,,,,
"415","Täbysalongen/Wallens",,,"08-7585420",,"Östantorget 152",NULL,"Täby",,"18334","SE","59.444169","18.072688",,,"1427221873","1427221873","3",NULL,,,,,,,
"416","Un & Iskander Salong/Salong Fåfäng",,,,,"Lantmätargränd15",NULL,"Jönköping",,"55320","SE","57.7813635","14.1737363",,,"1427221973","1427221973","3",NULL,,,,,,,
"418","Uppercut",,,,,"Kungsgatan 29",NULL,"Uppsala",,"75321","SE","59.8615976","17.6381178",,,"1427222184","1427222184","3",NULL,,,,,,,
"419","Uppercut",,,,,"Kungsgatan 79",NULL,"Uppsala",,"75321","SE","59.8551786","17.6497517",,,"1427222261","1427222261","3",NULL,,,,,,,
"420","V & V",,,"040-269888",,"Östra Kristinelundsvägen 9",NULL,"Malmö",,"21748","SE","55.5972927","12.9810963",,,"1427222349","1427222349","3",NULL,,,,,,,
"421","Vacker Malmö",,,,,"Emporia Shoppingcenter",NULL,"Malmö",,"21532","SE","55.563822","12.973287",,,"1427222438","1427222438","3",NULL,,,,,,,
"422","Vanjas Klippstuga",,,"0240-23009",,"Kopparbergsvägen 50",NULL,"Grängesberg",,"77230","SE","60.0749112","15.0060132",,,"1427222514","1427222514","3",NULL,,,,,,,
"424","Vassa Strå",,,,,"Kattsundsgatan 18",NULL,"Malmö",,"21126","SE","55.6063117","13.0064517",,,"1427222658","1427222658","3",NULL,,,,,,,
"425","Victor Noblesse",,,"031-7114452",,"Södra Larmgatan 6",NULL,"Göteborg",,"41116","SE","57.7027854","11.9639978",,,"1427222758","1427222758","3",NULL,,,,,,,
"426","Vikinghills Klippstuga",,,,,"Nordmannavägen 9",NULL,"Saltsjö-Boo",,"13237","SE","59.3478082","18.2914832",,,"1427222832","1427222832","3",NULL,,,,,,,
"427","Vip Klipp",,,,,"Stora Norregatan 1",NULL,"Ystad",,"27135","SE","55.4296759","13.818367",,,"1427222910","1427222910","3",NULL,,,,,,,
"429","Våga Frisörer",,,"066-012030",,"Modovägen 43",NULL,"Örnsköldsvik",,"89131","SE","63.2807355","18.7095905",,,"1427223071","1427223071","3",NULL,,,,,,,
"430","Wig Lounge",,,"08-158333",,"Rådmansgatan 50",NULL,"Stockholm",,"11357","SE","59.340957","18.0603646",,,"1427223157","1427223157","3",NULL,,,,,,,
"431","Wendys Hair",,,"08-6129989",,"Luntmakargatan 95",NULL,"Stockholm",,"11351","SE","59.3435898","18.0573143",,,"1427223235","1427223235","3",NULL,,,,,,,
"432","Westbergs Salonger",,,"0411-555755",,"Regementsgatan 14",NULL,"Ystad",,"27142","SE","55.430946","13.830775",,,"1427223323","1427223323","3",NULL,,,,,,,
"433","Wicktorias Hårstudio",,,"060-614105",,"Köpmangatan 27",NULL,"Sundsvall",,"85239","SE","62.3892672","17.3015185",,,"1427223413","1427223413","3",NULL,,,,,,,
"434","Zarahs Hårstudio",,,"060-662006",,"Köpmansgatan 41",NULL,"Timrå",,"86131","SE","62.4887255","17.326108",,,"1427223488","1427223539","3",NULL,,,,,,,
"435","ZASO",,,"0587-14020",,"Prästgatan 20",NULL,"Nora",,"71331","SE","59.5201686","15.0366008",,,"1427223610","1427223610","3",NULL,,,,,,,
"436","Zaxzendos",,,"033-137018",,"Österlånggatan 16",NULL,"Borås",,"50331","SE","57.7229365","12.9395397",,,"1427223699","1427223699","3",NULL,,,,,,,
"437","ZigZag Akademin",,,,,"Ringvägen 44",NULL,"Stockholm",,"11867","SE","59.311029","18.0564318",,,"1427223778","1427223778","3",NULL,,,,,,,
"438","Zodiak Hairteam",,,"019-6114150",,"Nygatan 32",NULL,"Örebro",,"70211","SE","59.2702899","15.2128553",,,"1427223855","1427223855","3",NULL,,,,,,,
"439","Zouri",,,"08-6402727",,"Hallandsgatan 50",NULL,"Stockholm",,"11857","SE","59.3110268","18.0718603",,,"1427223939","1427223939","3",NULL,,,,,,,
"440","46kvadrat",,,,,"Larmgatan 8",NULL,"Kalmar",,"39232","SE","56.6620622","16.3623976",,,"1427466407","1427466407","3",NULL,,,,,,,
"441","Alingsås Hårverk",,,"0322-17977",,"Södra Strömgatan 11",NULL,"Alingsås",,"44130","SE","57.929613","12.5304961",,,"1427466556","1427466556","3",NULL,,,,,,,
"442","Anitas Hårservice",,,"0573-13031",,"Sveavägen 20",NULL,"Årjäng",,"67230","SE","59.3922294","12.1343056",,,"1427466669","1427466669","3",NULL,,,,,,,
"443","Aqua",,,"031-208990",,"Engelbrektsgatan 65",NULL,"Göteborg",,"41252","SE","57.7008816","11.9826941",,,"1427466796","1427466796","3",NULL,,,,,,,
"444","Atelje Liva",,,"0243-12865",,"Sveagatan 16",NULL,"Borlänge",,"78433","SE","60.4869497","15.4331853",,,"1427466965","1430148498","3",NULL,,,,,,,
"445","Atmosphair",,,"016-134564",,"Kungsgatan 7",NULL,"Eskilstuna",,"63220","SE","59.3697295","16.5159442",,,"1427467098","1427467098","3",NULL,,,,,,,
"446","Attityd",,,,,"Bromsvägen 1 A",NULL,"Örnsköldsvik",,"89160","SE","63.2817598","18.7406646",,,"1427467205","1427467205","3",NULL,,,,,,,
"447","B-Beauty Skönhetssalong",,,,,"Vintrorsgatan 12",NULL,"Bandhagen",,"12473","SE","59.2636101","18.0136967",,,"1427467337","1427467337","3",NULL,,,,,,,
"448","Bangs By Marre",,,"08-6113540",,"Smålandsgatan 9",NULL,"Stockholm",,"11146","SE","59.3336425","18.0739999",,,"1427467496","1427467496","3",NULL,,,,,,,
"449","Bangs Frisörsalong",,,"0980-14550",,"Mangigatan 24 A",NULL,"Kiruna",,"98133","SE","67.8545617","20.2302719",,,"1427471325","1427471325","3",NULL,,,,,,,
"450","Basic",,,"0418-14516",,"Stora Norregatan 10",NULL,"Landskrona",,"26132","SE","55.8710856","12.8316422",,,"1427471438","1427471438","3",NULL,,,,,,,
"451","Bliss Beauty",,,,,"Kyrkogatan 42",NULL,"Göteborg",,"41115","SE","57.7052294","11.9676451",,,"1427471570","1427471570","3",NULL,,,,,,,
"452","Blond",,,,,"Trädgårdsgatan 3",NULL,"Uppsala",,"75309","SE","59.8572565","17.6351574",,,"1427471683","1427471683","3",NULL,,,,,,,
"453","Brunetten & Blondinen",,,,,"Skebokvarnsvägen 346",NULL,"Bandhagen",,"12450","SE","59.2617773","18.0384214",,,"1427471849","1427471849","3",NULL,,,,,,,
"454","C2 Hårteam",,,"013-130100",,"Storgatan 38",NULL,"Linköping",,"58223","SE","58.4108219","15.6241166",,,"1427471954","1427471954","3",NULL,,,,,,,
"455","Christer Hårvård",,,"031-7157100",,"Näverlursgatan 11",NULL,"Västra Frölunda",,"42144","SE","57.6522439","11.9097924",,,"1427472118","1427472118","3",NULL,,,,,,,
"456","Chukrovukota",,,,,"Sturegatan 26",NULL,"Stockholm",,"11436","SE","59.3390705","18.075424",,,"1427472690","1427472690","3",NULL,,,,,,,
"457","City Frisörerna",,,"026-131616",,"Valbo Köpcentrum",NULL,"Valbo",,"81832","SE","60.632514","16.98984",,,"1427472841","1427472841","3",NULL,,,,,,,
"458","City Klippet",,,"046-730870",,"Domarevägen 13",NULL,"Löddeköpinge",,"24630","SE","55.7622631","13.0136746",,,"1427472940","1427472940","3",NULL,,,,,,,
"459","City Klippet",,,,,"Hallbergsgatan 8",NULL,"Borås",,"50330","SE","57.7203634","12.9366977",,,"1427473236","1427473236","3",NULL,,,,,,,
"460","City Saxen",,,"060-125597",,"Rådhusgatan 31",NULL,"Sundsvall",,"85232","SE","62.3898971","17.3056938",,,"1427473344","1427473344","3",NULL,,,,,,,
"461","Color Me Beautiful",,,"011-318620",,"Trozelligatan 18",NULL,"Norrköping",,"60235","SE","58.5823813","16.187179",,,"1427473472","1441025871","3",NULL,,,,,,,
"462","Corinne & Friends",,,,,"Sturegallerian 60",NULL,"Stockholm",,"11446","SE","59.336251","18.073585",,,"1427473641","1427473641","3",NULL,,,,,,,
"463","Creative Headz 1",,,"08-338114",,"Odengatan 75",NULL,"Stockholm",,"11322","SE","59.3424082","18.0496852",,,"1427473712","1427473712","3",NULL,,,,,,,
"464","Cut N Dry",,,"040-233901",,"Stora Kvarngatan 43",NULL,"Malmö",,"21129","SE","55.6058519","13.0097402",,,"1427473828","1427473828","3",NULL,,,,,,,
"465","Emesuell Hair & Beauty",,,,,"Kyrkogatan 3",NULL,"Malmö",,"21121","SE","55.606723","13.0016129",,,"1427473976","1427473976","3",NULL,,,,,,,
"466","Din Salong",,,"0533-30000",,"Bryngels Väg 3",NULL,"Värmlands Nysäter",,"66195","SE","59.2832958","12.7729753",,,"1427474087","1427474087","3",NULL,,,,,,,
"467","Cut 41",,,,,"Långhult 4124",NULL,"Häradsbäck",,"34392","SE","56.5251536","14.4454079",,,"1427474164","1427474164","3",NULL,,,,,,,
"468","*Dandies & Dandizettes<br><img src=\"http://olaplex.se/salonger/goldmembersign.gif\">",,,"070-275 93 73",,"Josefinavägen 15",NULL,"Stockholm",,"11261","SE","59.3252132","18.0053205",,,"1427474230","1489505137","3",NULL,,,,,,,
"469","Ekebysalongen",,,,,"Flogstavägen  5",NULL,"Uppsala",,"75273","SE","59.8512958","17.5990971",,,"1428480947","1428480947","3",NULL,,,,,,,
"470","Elenor Cervin",,,,,"Storgatan 47",NULL,"Smedstorp",,"27398","SE","55.5503807","14.1157682",,,"1428481143","1428481143","3",NULL,,,,,,,
"471","Ellesse/Julie",,,,,"Storgatan 15",NULL,"Ulricehamn",,"52330","SE","57.7926721","13.4131089",,,"1428481320","1428481320","3",NULL,,,,,,,
"472","Elmas Sjöbod",,,,,"Sjöbodsvägen 2",NULL,"Henån",,"47333","SE","58.2409956","11.6750925",,,"1428481399","1428481399","3",NULL,,,,,,,
"473","Emma Hallstensson",,,,,"Muskotvägen 13",NULL,"Farsta",,"12355","SE","59.2524593","18.0851872",,,"1428481490","1428481490","3",NULL,,,,,,,
"474","Eriks Klippotek",,,,,"St Eriksgatan 81",NULL,"Stockholm",,"11332","SE","59.3402231","18.0367638",,,"1428483841","1428483841","3",NULL,,,,,,,
"475","Erikssons Frisersalong",,,"0920-259514",,"Kungsgatan 24",NULL,"Luleå",,"97231","SE","65.5849752","22.1575862",,,"1428483927","1428483927","3",NULL,,,,,,,
"476","Excellent Skin & Hair",,,,,"Årevägen 75",NULL,"Åre",,"83013","SE","63.3988881","13.0808086",,,"1428484010","1432027647","3",NULL,,,,,,,
"477","Familjen Sandwall",,,"033-249900",,"Södra Strandgatan 5",NULL,"Borås",,"50335","SE","57.7199586","12.9399938",,,"1428484095","1428484095","3",NULL,,,,,,,
"478","Fazli",,,,,"Österlånggatan 44",NULL,"Borås",,"50337","SE","57.7203349","12.9411775",,,"1428484167","1428484167","3",NULL,,,,,,,
"479","Felicias Klippotek",,,,,"Lästmakargatan 24 B",NULL,"Stockholm",,"11144","SE","59.3354778","18.068254",,,"1428484246","1428484246","3",NULL,,,,,,,
"481","Folkteatern",,,,,"Bror Nilssons Gata 5",NULL,"Göteborg",,"41755","SE","57.7074974","11.9455941",,,"1428484391","1428484391","3",NULL,,,,,,,
"482","Fridas Hårstudio",,,"0221-71133",,"Kvarngatan 13",NULL,"Köping",,"73134","SE","59.5205395","15.9910777",,,"1428484475","1428484475","3",NULL,,,,,,,
"484","Frisör & Shop",,,,,"Affärsgatan 7",NULL,"Öjebyn",,"94333","SE","65.3437109","21.396674",,,"1428484820","1428484820","3",NULL,,,,,,,
"485","Frisörcenter Kyrkogatan",,,"031-7110033",,"Kyrkogatan 24",NULL,"Göteborg",,"41115","SE","57.7047967","11.9648407",,,"1428484942","1428484942","3",NULL,,,,,,,
"486","Frisörhuset",,,,,"Nya Rådstugegatan 2",NULL,"Norrköping",,"60224","SE","58.5920729","16.1855618",,,"1428485067","1428485067","3",NULL,,,,,,,
"487","Frizz Ann",,,,,"Gamla Kyrkogatan 3",NULL,"Ljusdal",,"82730","SE","61.8288162","16.0848045",,,"1428485188","1428485188","3",NULL,,,,,,,
"488","Genius Scissors/ Zappa Event",,,"031-431100",,"Friggagatan 14 C",NULL,"Göteborg",,"41101","SE","57.7109902","11.9871525",,,"1428485300","1428485300","3",NULL,,,,,,,
"489","Gittasalongen",,,,,"Storgatan 2A",NULL,"Södertälje",,"15171","SE","59.1950013","17.6282546",,,"1428485378","1428485378","3",NULL,,,,,,,
"490","Guldbrand & Irvebrant",,,"08-6600808",,"Strandvägen 11",NULL,"Stockholm",,"11456","SE","59.3317681","18.0816959",,,"1428485582","1428485582","3",NULL,,,,,,,
"491","Hair & Beauty Diar",,,,,"Värtavägen 59",NULL,"Stockholm",,"11538","SE","59.3475382","18.1019464",,,"1428485749","1428485749","3",NULL,,,,,,,
"492","Hair & Beauty Diar",,,,,"Larsbergstorget 3",NULL,"Lidingö",,"18139","SE","59.349215","18.1446077",,,"1428485866","1428485866","3",NULL,,,,,,,
"493","Hair By Angels",,,,,"Kyrkogatan 15",NULL,"Kungsbacka",,"43430","SE","57.4879498","12.0776697",,,"1428486035","1428486035","3",NULL,,,,,,,
"494","Hair By Nielsen",,,,,"Upplandsgatan 60",NULL,"Stockholm",,"11328","SE","59.3441681","18.0472076",,,"1428486172","1428486172","3",NULL,,,,,,,
"495","Hair Crew",,,"013-121180",,"Nygatan 20",NULL,"Linköping",,"58219","SE","58.4101647","15.6275437",,,"1428486241","1428486241","3",NULL,,,,,,,
"496","Hair E Bea",,,"0413-61001",,"Södergatan 16",NULL,"Eslöv",,"24133","SE","55.8373515","13.3027168",,,"1428486392","1428486392","3",NULL,,,,,,,
"497","Hair E Jag",,,,,"Ringervägen 1",NULL,"Karlstad",,"65455","SE","13.3027168","13.5115093",,,"1428486460","1428486460","3",NULL,,,,,,,
"498","Hair Fashion",,,"031-880636",,"Lennart Kvarnströms Plats 11",NULL,"Mölnlycke",,"43530","SE","57.65901","12.116586",,,"1428486560","1428486560","3",NULL,,,,,,,
"499","Hair På Nygatan ",,,,,"Nygatan 38",NULL,"Arboga",,"73230","SE","59.3943464","15.8375548",,,"1428487390","1428487390","3",NULL,,,,,,,
"501","Hair Studio",,,"018-710117",,"Fyristorg 10",NULL,"Uppsala",,"75310","SE","59.8578843","17.6367075",,,"1428487529","1428487529","3",NULL,,,,,,,
"502","Hair & Nu",,,"0320-10054",,"Borsvägen 28",NULL,"Kinna",,"51154","SE","57.5067263","12.6920232",,,"1428487604","1428487604","3",NULL,,,,,,,
"504","HardRock Salong",,,"0435-15450",,"Vedbyvägen 10",NULL,"Klippan",,"26435","SE","56.1346371","13.1475362",,,"1428487749","1428487749","3",NULL,,,,,,,
"505","Headspot",,,"031-817282",,"Frölunda Torg",NULL,"Göteborg",,"42142","SE","57.651963","11.911557",,,"1428487867","1428487867","3",NULL,,,,,,,
"506","Heléns Beautycenter",,,"033-121242",,"St Brogatan 37",NULL,"Borås",,"50335","SE","57.7213629","12.9427385",,,"1428487980","1428487980","3",NULL,,,,,,,
"507","Hjärtat",,,,,"Hildur Sandbergsgatan 18",NULL,"Lund",,"22762","SE","55.703892","13.1600703",,,"1428488046","1428488046","3",NULL,,,,,,,
"508","Hår & Häpna",,,"018-132057",,"Bredgränd 7",NULL,"Uppsala",,"75320","SE","59.8579852","17.6422447",,,"1428488158","1428488158","3",NULL,,,,,,,
"509","Hår & Kroppsverkstan ",,,"0565-711450",,"Strandvägen 23",NULL,"Sunne",,"68630","SE","59.8350257","13.1516771",,,"1428488248","1428488248","3",NULL,,,,,,,
"510","Hår & Nagelcenter",,,"0589-16510",,"Österled 13",NULL,"Arboga",,"73246","SE","59.390901","15.8420279",,,"1428488319","1428488319","3",NULL,,,,,,,
"511","Hår 3000",,,"08-225303",,"Vasagatan 36",NULL,"Stockholm",,"11120","SE","59.3327369","18.0577069",,,"1428488382","1428488382","3",NULL,,,,,,,
"512","Hår & Sånt",,,"031-472525",,"Frölunda Torg",NULL,"Västra Frölunda",,"42142","SE","57.651963","11.911557",,,"1428488465","1428488465","3",NULL,,,,,,,
"513","Hår1",,,,,"Torggatan 38 A",NULL,"Enköping",,"74530","SE","59.6382646","17.0733622",,,"1428488525","1428488525","3",NULL,,,,,,,
"514","Hårateljén",,,"015-610294",,"Östra Långgatan 37 D",NULL,"Trosa",,"61930","SE","58.8971273","17.5475825",,,"1428500039","1428500039","3",NULL,,,,,,,
"515","Hårateljén",,,,,"Södra Nybrogatan 2",NULL,"Borås",,"50331","SE","57.7236328","12.9387222",,,"1428500104","1428500104","3",NULL,,,,,,,
"516","Hårcenter",,,"0152-10029",,"Trädgårdsgatan 25",NULL,"Strängnäs",,"64531","SE","59.3749577","17.0294283",,,"1428500195","1428500195","3",NULL,,,,,,,
"517","Hårcompaniet",,,,,"Husby Linddalen 1",NULL,"Sturefors",,"59054","SE","58.3303722","15.7200684",,,"1428654472","1428654472","3",NULL,,,,,,,
"518","Hårfagre",,,"011-185191",,"Drottninggatan 2",NULL,"Norrköping",,"60224","SE","58.5930154","16.1857595",,,"1428654663","1428654663","3",NULL,,,,,,,
"519","Hårfint",,,,,"Grönvägen 16",NULL,"Nybro",,"38231","SE","56.7397597","15.9074768",,,"1428654743","1428654743","3",NULL,,,,,,,
